Calendar Year,Measure,Age Filter,Users,Users Annotation code,Users Annotation Description,Denominator (3 Months Continuous Eligibility),Denominator Annotation code,Denominator Annotation Description,Utilization %,Utilization Annotation code,Utilization Annotation Description
CY 2023,Use of Sealant (D1351 or Safety Net Clinics 03 Encounters with ICD 10 Code Z98810),Age 35-44,,3,No data available,"1,622,710",,,,3,No data available
CY 2023,Use of Sealant (D1351 or Safety Net Clinics 03 Encounters with ICD 10 Code Z98810),Age 45-64,,3,No data available,"2,881,601",,,,3,No data available
CY 2023,Use of Sealant (D1351 or Safety Net Clinics 03 Encounters with ICD 10 Code Z98810),Age 65-74,,3,No data available,"1,008,706",,,,3,No data available
CY 2023,Use of Sealant (D1351 or Safety Net Clinics 03 Encounters with ICD 10 Code Z98810),Age 75+,,3,No data available,"699,129",,,,3,No data available
CY 2023,"Treatment for Caries (D2000-D2999) or Caries-Preventive Procedure (D1203-D1208, D1310, D1330, D1351 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age <1,"3,729",,,"188,095",,,1.98%,,
CY 2023,"Treatment for Caries (D2000-D2999) or Caries-Preventive Procedure (D1203-D1208, D1310, D1330, D1351 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 1-2,"123,141",,,"470,854",,,26.15%,,
CY 2023,"Treatment for Caries (D2000-D2999) or Caries-Preventive Procedure (D1203-D1208, D1310, D1330, D1351 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 3-5,"373,193",,,"779,697",,,47.86%,,
CY 2023,"Treatment for Caries (D2000-D2999) or Caries-Preventive Procedure (D1203-D1208, D1310, D1330, D1351 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 6-9,"630,318",,,"1,152,831",,,54.68%,,
CY 2023,"Treatment for Caries (D2000-D2999) or Caries-Preventive Procedure (D1203-D1208, D1310, D1330, D1351 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 10-14,"718,980",,,"1,470,335",,,48.90%,,
CY 2023,"Treatment for Caries (D2000-D2999) or Caries-Preventive Procedure (D1203-D1208, D1310, D1330, D1351 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 15-18,"483,162",,,"1,239,071",,,38.99%,,
CY 2023,"Treatment for Caries (D2000-D2999) or Caries-Preventive Procedure (D1203-D1208, D1310, D1330, D1351 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 19-20,"136,944",,,"577,259",,,23.72%,,
CY 2023,"Treatment for Caries (D2000-D2999) or Caries-Preventive Procedure (D1203-D1208, D1310, D1330, D1351 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 21-34,"480,312",,,"3,404,709",,,14.11%,,
CY 2023,"Treatment for Caries (D2000-D2999) or Caries-Preventive Procedure (D1203-D1208, D1310, D1330, D1351 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 35-44,"232,925",,,"1,622,710",,,14.35%,,
CY 2023,"Treatment for Caries (D2000-D2999) or Caries-Preventive Procedure (D1203-D1208, D1310, D1330, D1351 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 45-64,"460,594",,,"2,881,601",,,15.98%,,
CY 2023,"Treatment for Caries (D2000-D2999) or Caries-Preventive Procedure (D1203-D1208, D1310, D1330, D1351 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 65-74,"144,290",,,"1,008,706",,,14.30%,,
CY 2023,"Treatment for Caries (D2000-D2999) or Caries-Preventive Procedure (D1203-D1208, D1310, D1330, D1351 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 75+,"76,777",,,"699,129",,,10.98%,,
